index,predicted_label,model_name
2407,Formal,typhoon-v2.1-12b-instruct
2408,Formal,typhoon-v2.1-12b-instruct
2409,Formal,typhoon-v2.1-12b-instruct
2410,Formal,typhoon-v2.1-12b-instruct
2411,Formal,typhoon-v2.1-12b-instruct
2412,Semi-formal,typhoon-v2.1-12b-instruct
2413,Semi-formal,typhoon-v2.1-12b-instruct
2414,Semi-formal,typhoon-v2.1-12b-instruct
2415,Semi-formal,typhoon-v2.1-12b-instruct
2416,Semi-formal,typhoon-v2.1-12b-instruct
2417,Ceremonial,typhoon-v2.1-12b-instruct
2418,Semi-formal,typhoon-v2.1-12b-instruct
2419,Formal,typhoon-v2.1-12b-instruct
2420,Ceremonial,typhoon-v2.1-12b-instruct
2421,Ceremonial,typhoon-v2.1-12b-instruct
2422,Semi-formal,typhoon-v2.1-12b-instruct
2423,Semi-formal,typhoon-v2.1-12b-instruct
2424,Formal,typhoon-v2.1-12b-instruct
2425,Ceremonial,typhoon-v2.1-12b-instruct
2426,Formal,typhoon-v2.1-12b-instruct
2427,Formal,typhoon-v2.1-12b-instruct
2428,Formal,typhoon-v2.1-12b-instruct
2429,Semi-formal,typhoon-v2.1-12b-instruct
2430,Ceremonial,typhoon-v2.1-12b-instruct
2431,Ceremonial,typhoon-v2.1-12b-instruct
2432,Ceremonial,typhoon-v2.1-12b-instruct
2433,Ceremonial,typhoon-v2.1-12b-instruct
2434,Formal,typhoon-v2.1-12b-instruct
2435,Formal,typhoon-v2.1-12b-instruct
2436,Formal,typhoon-v2.1-12b-instruct
2437,Casual,typhoon-v2.1-12b-instruct
2438,Formal,typhoon-v2.1-12b-instruct
2439,Formal,typhoon-v2.1-12b-instruct
2440,Formal,typhoon-v2.1-12b-instruct
2441,Casual,typhoon-v2.1-12b-instruct
2442,Ceremonial,typhoon-v2.1-12b-instruct
2443,Formal,typhoon-v2.1-12b-instruct
2444,Formal,typhoon-v2.1-12b-instruct
2445,Casual,typhoon-v2.1-12b-instruct
2446,Ceremonial,typhoon-v2.1-12b-instruct
2447,Ceremonial,typhoon-v2.1-12b-instruct
2448,Formal,typhoon-v2.1-12b-instruct
2449,Formal,typhoon-v2.1-12b-instruct
2450,Ceremonial,typhoon-v2.1-12b-instruct
2451,Ceremonial,typhoon-v2.1-12b-instruct
2452,Formal,typhoon-v2.1-12b-instruct
2453,Semi-formal,typhoon-v2.1-12b-instruct
2454,Casual,typhoon-v2.1-12b-instruct
2455,Casual,typhoon-v2.1-12b-instruct
2456,Ceremonial,typhoon-v2.1-12b-instruct
2457,Semi-formal,typhoon-v2.1-12b-instruct
2458,Casual,typhoon-v2.1-12b-instruct
2459,Ceremonial,typhoon-v2.1-12b-instruct
2460,Ceremonial,typhoon-v2.1-12b-instruct
2461,Ceremonial,typhoon-v2.1-12b-instruct
2462,Ceremonial,typhoon-v2.1-12b-instruct
2463,Semi-formal,typhoon-v2.1-12b-instruct
2464,Ceremonial,typhoon-v2.1-12b-instruct
2465,Semi-formal,typhoon-v2.1-12b-instruct
2466,Ceremonial,typhoon-v2.1-12b-instruct
2467,Formal,typhoon-v2.1-12b-instruct
2468,Casual,typhoon-v2.1-12b-instruct
2469,Formal,typhoon-v2.1-12b-instruct
2470,Formal,typhoon-v2.1-12b-instruct
2471,Semi-formal,typhoon-v2.1-12b-instruct
2472,Semi-formal,typhoon-v2.1-12b-instruct
2473,Semi-formal,typhoon-v2.1-12b-instruct
2474,Ceremonial,typhoon-v2.1-12b-instruct
2475,Formal,typhoon-v2.1-12b-instruct
2476,Semi-formal,typhoon-v2.1-12b-instruct
2477,Casual,typhoon-v2.1-12b-instruct
2478,Formal,typhoon-v2.1-12b-instruct
2479,Ceremonial,typhoon-v2.1-12b-instruct
2480,Semi-formal,typhoon-v2.1-12b-instruct
2481,Formal,typhoon-v2.1-12b-instruct
2482,Formal,typhoon-v2.1-12b-instruct
2483,Ceremonial,typhoon-v2.1-12b-instruct
2484,Formal,typhoon-v2.1-12b-instruct
2485,Ceremonial,typhoon-v2.1-12b-instruct
2486,Formal,typhoon-v2.1-12b-instruct
2487,Semi-formal,typhoon-v2.1-12b-instruct
2488,Formal,typhoon-v2.1-12b-instruct
2489,Semi-formal,typhoon-v2.1-12b-instruct
2490,Formal,typhoon-v2.1-12b-instruct
2491,Semi-formal,typhoon-v2.1-12b-instruct
2492,Semi-formal,typhoon-v2.1-12b-instruct
2493,Semi-formal,typhoon-v2.1-12b-instruct
2494,Formal,typhoon-v2.1-12b-instruct
2495,Semi-formal,typhoon-v2.1-12b-instruct
2496,Semi-formal,typhoon-v2.1-12b-instruct
2497,Ceremonial,typhoon-v2.1-12b-instruct
2498,Semi-formal,typhoon-v2.1-12b-instruct
2499,Formal,typhoon-v2.1-12b-instruct
2500,Formal,typhoon-v2.1-12b-instruct
2501,Formal,typhoon-v2.1-12b-instruct
2502,Semi-formal,typhoon-v2.1-12b-instruct
2503,Casual,typhoon-v2.1-12b-instruct
2504,Formal,typhoon-v2.1-12b-instruct
2505,Ceremonial,typhoon-v2.1-12b-instruct
2506,Semi-formal,typhoon-v2.1-12b-instruct
2507,Ceremonial,typhoon-v2.1-12b-instruct
2508,Casual,typhoon-v2.1-12b-instruct
2509,Semi-formal,typhoon-v2.1-12b-instruct
2510,Formal,typhoon-v2.1-12b-instruct
2511,Semi-formal,typhoon-v2.1-12b-instruct
2512,Formal,typhoon-v2.1-12b-instruct
2513,Semi-formal,typhoon-v2.1-12b-instruct
2514,Casual,typhoon-v2.1-12b-instruct
2515,Casual,typhoon-v2.1-12b-instruct
2516,Semi-formal,typhoon-v2.1-12b-instruct
2517,Formal,typhoon-v2.1-12b-instruct
2518,Semi-formal,typhoon-v2.1-12b-instruct
2519,Ceremonial,typhoon-v2.1-12b-instruct
2520,Casual,typhoon-v2.1-12b-instruct
2521,Formal,typhoon-v2.1-12b-instruct
2522,Formal,typhoon-v2.1-12b-instruct
2523,Formal,typhoon-v2.1-12b-instruct
2524,Ceremonial,typhoon-v2.1-12b-instruct
2525,Casual,typhoon-v2.1-12b-instruct
2526,Semi-formal,typhoon-v2.1-12b-instruct
2527,Formal,typhoon-v2.1-12b-instruct
2528,Semi-formal,typhoon-v2.1-12b-instruct
2529,Formal,typhoon-v2.1-12b-instruct
2530,Semi-formal,typhoon-v2.1-12b-instruct
2531,Semi-formal,typhoon-v2.1-12b-instruct
2532,Formal,typhoon-v2.1-12b-instruct
2533,Ceremonial,typhoon-v2.1-12b-instruct
2534,Semi-formal,typhoon-v2.1-12b-instruct
2535,Formal,typhoon-v2.1-12b-instruct
2536,Formal,typhoon-v2.1-12b-instruct
2537,Semi-formal,typhoon-v2.1-12b-instruct
2538,Semi-formal,typhoon-v2.1-12b-instruct
2539,Formal,typhoon-v2.1-12b-instruct
2540,Ceremonial,typhoon-v2.1-12b-instruct
2541,Formal,typhoon-v2.1-12b-instruct
2542,Semi-formal,typhoon-v2.1-12b-instruct
2543,Casual,typhoon-v2.1-12b-instruct
2544,Formal,typhoon-v2.1-12b-instruct
2545,Semi-formal,typhoon-v2.1-12b-instruct
2546,Semi-formal,typhoon-v2.1-12b-instruct
2547,Formal,typhoon-v2.1-12b-instruct
2548,Formal,typhoon-v2.1-12b-instruct
2549,Semi-formal,typhoon-v2.1-12b-instruct
2550,Semi-formal,typhoon-v2.1-12b-instruct
2551,Casual,typhoon-v2.1-12b-instruct
2552,Formal,typhoon-v2.1-12b-instruct
2553,Casual,typhoon-v2.1-12b-instruct
2554,Formal,typhoon-v2.1-12b-instruct
2555,Ceremonial,typhoon-v2.1-12b-instruct
2556,Formal,typhoon-v2.1-12b-instruct
2557,Semi-formal,typhoon-v2.1-12b-instruct
2558,Formal,typhoon-v2.1-12b-instruct
2559,Formal,typhoon-v2.1-12b-instruct
2560,Semi-formal,typhoon-v2.1-12b-instruct
2561,Semi-formal,typhoon-v2.1-12b-instruct
2562,Formal,typhoon-v2.1-12b-instruct
2563,Semi-formal,typhoon-v2.1-12b-instruct
2564,Ceremonial,typhoon-v2.1-12b-instruct
2565,Ceremonial,typhoon-v2.1-12b-instruct
2566,Formal,typhoon-v2.1-12b-instruct
2567,Semi-formal,typhoon-v2.1-12b-instruct
2568,Casual,typhoon-v2.1-12b-instruct
2569,Ceremonial,typhoon-v2.1-12b-instruct
2570,Semi-formal,typhoon-v2.1-12b-instruct
2571,Formal,typhoon-v2.1-12b-instruct
2572,Formal,typhoon-v2.1-12b-instruct
2573,Ceremonial,typhoon-v2.1-12b-instruct
2574,Semi-formal,typhoon-v2.1-12b-instruct
2575,Formal,typhoon-v2.1-12b-instruct
2576,Formal,typhoon-v2.1-12b-instruct
2577,Formal,typhoon-v2.1-12b-instruct
2578,Formal,typhoon-v2.1-12b-instruct
2579,Ceremonial,typhoon-v2.1-12b-instruct
2580,Formal,typhoon-v2.1-12b-instruct
2581,Semi-formal,typhoon-v2.1-12b-instruct
2582,Ceremonial,typhoon-v2.1-12b-instruct
2583,Formal,typhoon-v2.1-12b-instruct
2584,Semi-formal,typhoon-v2.1-12b-instruct
2585,Casual,typhoon-v2.1-12b-instruct
2586,Semi-formal,typhoon-v2.1-12b-instruct
2587,Formal,typhoon-v2.1-12b-instruct
2588,Formal,typhoon-v2.1-12b-instruct
2589,Formal,typhoon-v2.1-12b-instruct
2590,Formal,typhoon-v2.1-12b-instruct
2591,Formal,typhoon-v2.1-12b-instruct
2592,Ceremonial,typhoon-v2.1-12b-instruct
2593,Ceremonial,typhoon-v2.1-12b-instruct
2594,Ceremonial,typhoon-v2.1-12b-instruct
2595,Semi-formal,typhoon-v2.1-12b-instruct
2596,Formal,typhoon-v2.1-12b-instruct
2597,Formal,typhoon-v2.1-12b-instruct
2598,Ceremonial,typhoon-v2.1-12b-instruct
2599,Formal,typhoon-v2.1-12b-instruct
2600,Formal,typhoon-v2.1-12b-instruct
2601,Formal,typhoon-v2.1-12b-instruct
2602,Ceremonial,typhoon-v2.1-12b-instruct
2603,Formal,typhoon-v2.1-12b-instruct
2604,Semi-formal,typhoon-v2.1-12b-instruct
2605,Formal,typhoon-v2.1-12b-instruct
2606,Semi-formal,typhoon-v2.1-12b-instruct
2607,Casual,typhoon-v2.1-12b-instruct
2608,Formal,typhoon-v2.1-12b-instruct
2609,Ceremonial,typhoon-v2.1-12b-instruct
2610,Formal,typhoon-v2.1-12b-instruct
2611,Formal,typhoon-v2.1-12b-instruct
2612,Semi-formal,typhoon-v2.1-12b-instruct
2613,Formal,typhoon-v2.1-12b-instruct
2614,Semi-formal,typhoon-v2.1-12b-instruct
2615,Semi-formal,typhoon-v2.1-12b-instruct
2616,Ceremonial,typhoon-v2.1-12b-instruct
2617,Semi-formal,typhoon-v2.1-12b-instruct
2618,Semi-formal,typhoon-v2.1-12b-instruct
2619,Casual,typhoon-v2.1-12b-instruct
2620,Formal,typhoon-v2.1-12b-instruct
2621,Formal,typhoon-v2.1-12b-instruct
2622,Formal,typhoon-v2.1-12b-instruct
2623,Formal,typhoon-v2.1-12b-instruct
2624,Semi-formal,typhoon-v2.1-12b-instruct
2625,Semi-formal,typhoon-v2.1-12b-instruct
2626,Semi-formal,typhoon-v2.1-12b-instruct
2627,Formal,typhoon-v2.1-12b-instruct
2628,Ceremonial,typhoon-v2.1-12b-instruct
2629,Formal,typhoon-v2.1-12b-instruct
2630,Semi-formal,typhoon-v2.1-12b-instruct
2631,Casual,typhoon-v2.1-12b-instruct
2632,Ceremonial,typhoon-v2.1-12b-instruct
2633,Ceremonial,typhoon-v2.1-12b-instruct
2634,Formal,typhoon-v2.1-12b-instruct
2635,Ceremonial,typhoon-v2.1-12b-instruct
2636,Ceremonial,typhoon-v2.1-12b-instruct
2637,Casual,typhoon-v2.1-12b-instruct
2638,Ceremonial,typhoon-v2.1-12b-instruct
2639,Formal,typhoon-v2.1-12b-instruct
2640,Semi-formal,typhoon-v2.1-12b-instruct
2641,Semi-formal,typhoon-v2.1-12b-instruct
2642,Casual,typhoon-v2.1-12b-instruct
2643,Formal,typhoon-v2.1-12b-instruct
2644,Ceremonial,typhoon-v2.1-12b-instruct
2645,Ceremonial,typhoon-v2.1-12b-instruct
2646,Ceremonial,typhoon-v2.1-12b-instruct
2647,Semi-formal,typhoon-v2.1-12b-instruct
2648,Semi-formal,typhoon-v2.1-12b-instruct
2649,Formal,typhoon-v2.1-12b-instruct
2650,Semi-formal,typhoon-v2.1-12b-instruct
2651,Ceremonial,typhoon-v2.1-12b-instruct
2652,Ceremonial,typhoon-v2.1-12b-instruct
2653,Semi-formal,typhoon-v2.1-12b-instruct
2654,Semi-formal,typhoon-v2.1-12b-instruct
2655,Formal,typhoon-v2.1-12b-instruct
2656,Semi-formal,typhoon-v2.1-12b-instruct
2657,Ceremonial,typhoon-v2.1-12b-instruct
2658,Formal,typhoon-v2.1-12b-instruct
2659,Semi-formal,typhoon-v2.1-12b-instruct
2660,Semi-formal,typhoon-v2.1-12b-instruct
2661,Semi-formal,typhoon-v2.1-12b-instruct
2662,Semi-formal,typhoon-v2.1-12b-instruct
2663,Semi-formal,typhoon-v2.1-12b-instruct
2664,Formal,typhoon-v2.1-12b-instruct
2665,Semi-formal,typhoon-v2.1-12b-instruct
2666,Semi-formal,typhoon-v2.1-12b-instruct
2667,Semi-formal,typhoon-v2.1-12b-instruct
2668,Ceremonial,typhoon-v2.1-12b-instruct
2669,Formal,typhoon-v2.1-12b-instruct
2670,Semi-formal,typhoon-v2.1-12b-instruct
2671,Ceremonial,typhoon-v2.1-12b-instruct
2672,Formal,typhoon-v2.1-12b-instruct
2673,Formal,typhoon-v2.1-12b-instruct
2674,Formal,typhoon-v2.1-12b-instruct
2675,Formal,typhoon-v2.1-12b-instruct
2676,Formal,typhoon-v2.1-12b-instruct
2677,Semi-formal,typhoon-v2.1-12b-instruct
2678,Semi-formal,typhoon-v2.1-12b-instruct
2679,Ceremonial,typhoon-v2.1-12b-instruct
2680,Semi-formal,typhoon-v2.1-12b-instruct
2681,Semi-formal,typhoon-v2.1-12b-instruct
2682,Casual,typhoon-v2.1-12b-instruct
2683,Semi-formal,typhoon-v2.1-12b-instruct
2684,Semi-formal,typhoon-v2.1-12b-instruct
2685,Semi-formal,typhoon-v2.1-12b-instruct
2686,Formal,typhoon-v2.1-12b-instruct
2687,Semi-formal,typhoon-v2.1-12b-instruct
2688,Semi-formal,typhoon-v2.1-12b-instruct
2689,Ceremonial,typhoon-v2.1-12b-instruct
2690,Semi-formal,typhoon-v2.1-12b-instruct
2691,Formal,typhoon-v2.1-12b-instruct
2692,Formal,typhoon-v2.1-12b-instruct
2693,Formal,typhoon-v2.1-12b-instruct
2694,Casual,typhoon-v2.1-12b-instruct
2695,Formal,typhoon-v2.1-12b-instruct
2696,Ceremonial,typhoon-v2.1-12b-instruct
2697,Semi-formal,typhoon-v2.1-12b-instruct
2698,Formal,typhoon-v2.1-12b-instruct
2699,Semi-formal,typhoon-v2.1-12b-instruct
2700,Semi-formal,typhoon-v2.1-12b-instruct
2701,Casual,typhoon-v2.1-12b-instruct
2702,Semi-formal,typhoon-v2.1-12b-instruct
2703,Formal,typhoon-v2.1-12b-instruct
2704,Formal,typhoon-v2.1-12b-instruct
2705,Formal,typhoon-v2.1-12b-instruct
2706,Formal,typhoon-v2.1-12b-instruct
2707,Ceremonial,typhoon-v2.1-12b-instruct
2708,Formal,typhoon-v2.1-12b-instruct
2709,Ceremonial,typhoon-v2.1-12b-instruct
2710,Formal,typhoon-v2.1-12b-instruct
2711,Semi-formal,typhoon-v2.1-12b-instruct
2712,Ceremonial,typhoon-v2.1-12b-instruct
2713,Formal,typhoon-v2.1-12b-instruct
2714,Semi-formal,typhoon-v2.1-12b-instruct
2715,Formal,typhoon-v2.1-12b-instruct
2716,Casual,typhoon-v2.1-12b-instruct
2717,Casual,typhoon-v2.1-12b-instruct
2718,Casual,typhoon-v2.1-12b-instruct
2719,Ceremonial,typhoon-v2.1-12b-instruct
2720,Formal,typhoon-v2.1-12b-instruct
2721,Ceremonial,typhoon-v2.1-12b-instruct
2722,Semi-formal,typhoon-v2.1-12b-instruct
2723,Formal,typhoon-v2.1-12b-instruct
2724,Formal,typhoon-v2.1-12b-instruct
2725,Formal,typhoon-v2.1-12b-instruct
2726,Semi-formal,typhoon-v2.1-12b-instruct
2727,Semi-formal,typhoon-v2.1-12b-instruct
2728,Semi-formal,typhoon-v2.1-12b-instruct
2729,Formal,typhoon-v2.1-12b-instruct
2730,Casual,typhoon-v2.1-12b-instruct
2731,Formal,typhoon-v2.1-12b-instruct
2732,Casual,typhoon-v2.1-12b-instruct
2733,Semi-formal,typhoon-v2.1-12b-instruct
2734,Casual,typhoon-v2.1-12b-instruct
2735,Formal,typhoon-v2.1-12b-instruct
2736,Semi-formal,typhoon-v2.1-12b-instruct
2737,Semi-formal,typhoon-v2.1-12b-instruct
2738,Ceremonial,typhoon-v2.1-12b-instruct
2739,Ceremonial,typhoon-v2.1-12b-instruct
2740,Ceremonial,typhoon-v2.1-12b-instruct
2741,Formal,typhoon-v2.1-12b-instruct
2742,Casual,typhoon-v2.1-12b-instruct
2743,Semi-formal,typhoon-v2.1-12b-instruct
2744,Formal,typhoon-v2.1-12b-instruct
2745,Formal,typhoon-v2.1-12b-instruct
2746,Semi-formal,typhoon-v2.1-12b-instruct
2747,Formal,typhoon-v2.1-12b-instruct
2748,Casual,typhoon-v2.1-12b-instruct
2749,Semi-formal,typhoon-v2.1-12b-instruct
2750,Casual,typhoon-v2.1-12b-instruct
2751,Casual,typhoon-v2.1-12b-instruct
2752,Semi-formal,typhoon-v2.1-12b-instruct
2753,Ceremonial,typhoon-v2.1-12b-instruct
2754,Ceremonial,typhoon-v2.1-12b-instruct
2755,Formal,typhoon-v2.1-12b-instruct
2756,Formal,typhoon-v2.1-12b-instruct
2757,Formal,typhoon-v2.1-12b-instruct
2758,Semi-formal,typhoon-v2.1-12b-instruct
2759,Semi-formal,typhoon-v2.1-12b-instruct
2760,Formal,typhoon-v2.1-12b-instruct
2761,Formal,typhoon-v2.1-12b-instruct
2762,Ceremonial,typhoon-v2.1-12b-instruct
2763,Formal,typhoon-v2.1-12b-instruct
2764,Casual,typhoon-v2.1-12b-instruct
2765,Formal,typhoon-v2.1-12b-instruct
2766,Formal,typhoon-v2.1-12b-instruct
2767,Formal,typhoon-v2.1-12b-instruct
2768,Formal,typhoon-v2.1-12b-instruct
2769,Formal,typhoon-v2.1-12b-instruct
2770,Semi-formal,typhoon-v2.1-12b-instruct
2771,Semi-formal,typhoon-v2.1-12b-instruct
2772,Ceremonial,typhoon-v2.1-12b-instruct
2773,Semi-formal,typhoon-v2.1-12b-instruct
2774,Ceremonial,typhoon-v2.1-12b-instruct
2775,Semi-formal,typhoon-v2.1-12b-instruct
2776,Formal,typhoon-v2.1-12b-instruct
2777,Ceremonial,typhoon-v2.1-12b-instruct
2778,Semi-formal,typhoon-v2.1-12b-instruct
2779,Semi-formal,typhoon-v2.1-12b-instruct
2780,Ceremonial,typhoon-v2.1-12b-instruct
2781,Formal,typhoon-v2.1-12b-instruct
2782,Formal,typhoon-v2.1-12b-instruct
2783,Formal,typhoon-v2.1-12b-instruct
2784,Formal,typhoon-v2.1-12b-instruct
2785,Ceremonial,typhoon-v2.1-12b-instruct
2786,Semi-formal,typhoon-v2.1-12b-instruct
2787,Formal,typhoon-v2.1-12b-instruct
2788,Semi-formal,typhoon-v2.1-12b-instruct
2789,Ceremonial,typhoon-v2.1-12b-instruct
2790,Ceremonial,typhoon-v2.1-12b-instruct
2791,Semi-formal,typhoon-v2.1-12b-instruct
2792,Semi-formal,typhoon-v2.1-12b-instruct
2793,Semi-formal,typhoon-v2.1-12b-instruct
2794,Semi-formal,typhoon-v2.1-12b-instruct
2795,Formal,typhoon-v2.1-12b-instruct
2796,Semi-formal,typhoon-v2.1-12b-instruct
2797,Formal,typhoon-v2.1-12b-instruct
2798,Casual,typhoon-v2.1-12b-instruct
2799,Ceremonial,typhoon-v2.1-12b-instruct
2800,Semi-formal,typhoon-v2.1-12b-instruct
2801,Formal,typhoon-v2.1-12b-instruct
2802,Formal,typhoon-v2.1-12b-instruct
2803,Ceremonial,typhoon-v2.1-12b-instruct
2804,Formal,typhoon-v2.1-12b-instruct
2805,Formal,typhoon-v2.1-12b-instruct
2806,Ceremonial,typhoon-v2.1-12b-instruct
2807,Formal,typhoon-v2.1-12b-instruct
2808,Ceremonial,typhoon-v2.1-12b-instruct
2809,Formal,typhoon-v2.1-12b-instruct
2810,Formal,typhoon-v2.1-12b-instruct
2811,Formal,typhoon-v2.1-12b-instruct
2812,Formal,typhoon-v2.1-12b-instruct
2813,Semi-formal,typhoon-v2.1-12b-instruct
2814,Formal,typhoon-v2.1-12b-instruct
2815,Ceremonial,typhoon-v2.1-12b-instruct
2816,Formal,typhoon-v2.1-12b-instruct
2817,Semi-formal,typhoon-v2.1-12b-instruct
2818,Semi-formal,typhoon-v2.1-12b-instruct
2819,Semi-formal,typhoon-v2.1-12b-instruct
2820,Formal,typhoon-v2.1-12b-instruct
2821,Semi-formal,typhoon-v2.1-12b-instruct
2822,Formal,typhoon-v2.1-12b-instruct
2823,Formal,typhoon-v2.1-12b-instruct
2824,Semi-formal,typhoon-v2.1-12b-instruct
2825,Ceremonial,typhoon-v2.1-12b-instruct
2826,Formal,typhoon-v2.1-12b-instruct
2827,Semi-formal,typhoon-v2.1-12b-instruct
2828,Semi-formal,typhoon-v2.1-12b-instruct
2829,Semi-formal,typhoon-v2.1-12b-instruct
2830,Casual,typhoon-v2.1-12b-instruct
2831,Semi-formal,typhoon-v2.1-12b-instruct
2832,Semi-formal,typhoon-v2.1-12b-instruct
2833,Ceremonial,typhoon-v2.1-12b-instruct
2834,Semi-formal,typhoon-v2.1-12b-instruct
2835,Formal,typhoon-v2.1-12b-instruct
2836,Semi-formal,typhoon-v2.1-12b-instruct
2837,Formal,typhoon-v2.1-12b-instruct
2838,Semi-formal,typhoon-v2.1-12b-instruct
2839,Formal,typhoon-v2.1-12b-instruct
2840,Formal,typhoon-v2.1-12b-instruct
2841,Formal,typhoon-v2.1-12b-instruct
2842,Semi-formal,typhoon-v2.1-12b-instruct
2843,Semi-formal,typhoon-v2.1-12b-instruct
2844,Semi-formal,typhoon-v2.1-12b-instruct
2845,Formal,typhoon-v2.1-12b-instruct
2846,Formal,typhoon-v2.1-12b-instruct
2847,Ceremonial,typhoon-v2.1-12b-instruct
2848,Ceremonial,typhoon-v2.1-12b-instruct
2849,Formal,typhoon-v2.1-12b-instruct
2850,Formal,typhoon-v2.1-12b-instruct
2851,Semi-formal,typhoon-v2.1-12b-instruct
2852,Semi-formal,typhoon-v2.1-12b-instruct
2853,Formal,typhoon-v2.1-12b-instruct
2854,Ceremonial,typhoon-v2.1-12b-instruct
2855,Formal,typhoon-v2.1-12b-instruct
2856,Formal,typhoon-v2.1-12b-instruct
2857,Semi-formal,typhoon-v2.1-12b-instruct
2858,Ceremonial,typhoon-v2.1-12b-instruct
2859,Formal,typhoon-v2.1-12b-instruct
2860,Formal,typhoon-v2.1-12b-instruct
2861,Semi-formal,typhoon-v2.1-12b-instruct
2862,Casual,typhoon-v2.1-12b-instruct
2863,Casual,typhoon-v2.1-12b-instruct
2864,Semi-formal,typhoon-v2.1-12b-instruct
2865,Ceremonial,typhoon-v2.1-12b-instruct
2866,Formal,typhoon-v2.1-12b-instruct
2867,Formal,typhoon-v2.1-12b-instruct
2868,Formal,typhoon-v2.1-12b-instruct
2869,Formal,typhoon-v2.1-12b-instruct
2870,Formal,typhoon-v2.1-12b-instruct
2871,Semi-formal,typhoon-v2.1-12b-instruct
2872,Semi-formal,typhoon-v2.1-12b-instruct
2873,Formal,typhoon-v2.1-12b-instruct
2874,Casual,typhoon-v2.1-12b-instruct
2875,Semi-formal,typhoon-v2.1-12b-instruct
2876,Semi-formal,typhoon-v2.1-12b-instruct
2877,Formal,typhoon-v2.1-12b-instruct
2878,Formal,typhoon-v2.1-12b-instruct
2879,Formal,typhoon-v2.1-12b-instruct
2880,Formal,typhoon-v2.1-12b-instruct
2881,Casual,typhoon-v2.1-12b-instruct
2882,Formal,typhoon-v2.1-12b-instruct
2883,Casual,typhoon-v2.1-12b-instruct
2884,Semi-formal,typhoon-v2.1-12b-instruct
2885,Formal,typhoon-v2.1-12b-instruct
2886,Semi-formal,typhoon-v2.1-12b-instruct
2887,Formal,typhoon-v2.1-12b-instruct
2888,Semi-formal,typhoon-v2.1-12b-instruct
2889,Semi-formal,typhoon-v2.1-12b-instruct
2890,Formal,typhoon-v2.1-12b-instruct
2891,Ceremonial,typhoon-v2.1-12b-instruct
2892,Semi-formal,typhoon-v2.1-12b-instruct
2893,Formal,typhoon-v2.1-12b-instruct
2894,Casual,typhoon-v2.1-12b-instruct
2895,Formal,typhoon-v2.1-12b-instruct
2896,Formal,typhoon-v2.1-12b-instruct
2897,Formal,typhoon-v2.1-12b-instruct
2898,Formal,typhoon-v2.1-12b-instruct
2899,Ceremonial,typhoon-v2.1-12b-instruct
2900,Ceremonial,typhoon-v2.1-12b-instruct
2901,Formal,typhoon-v2.1-12b-instruct
2902,Formal,typhoon-v2.1-12b-instruct
2903,Formal,typhoon-v2.1-12b-instruct
2904,Formal,typhoon-v2.1-12b-instruct
2905,Formal,typhoon-v2.1-12b-instruct
2906,Semi-formal,typhoon-v2.1-12b-instruct
2907,Formal,typhoon-v2.1-12b-instruct
2908,Ceremonial,typhoon-v2.1-12b-instruct
2909,Casual,typhoon-v2.1-12b-instruct
2910,Formal,typhoon-v2.1-12b-instruct
2911,Casual,typhoon-v2.1-12b-instruct
2912,Semi-formal,typhoon-v2.1-12b-instruct
2913,Casual,typhoon-v2.1-12b-instruct
2914,Semi-formal,typhoon-v2.1-12b-instruct
2915,Semi-formal,typhoon-v2.1-12b-instruct
2916,Casual,typhoon-v2.1-12b-instruct
2917,Ceremonial,typhoon-v2.1-12b-instruct
2918,Semi-formal,typhoon-v2.1-12b-instruct
2919,Ceremonial,typhoon-v2.1-12b-instruct
2920,Casual,typhoon-v2.1-12b-instruct
2921,Formal,typhoon-v2.1-12b-instruct
2922,Ceremonial,typhoon-v2.1-12b-instruct
2923,Formal,typhoon-v2.1-12b-instruct
2924,Casual,typhoon-v2.1-12b-instruct
2925,Formal,typhoon-v2.1-12b-instruct
2926,Semi-formal,typhoon-v2.1-12b-instruct
2927,Formal,typhoon-v2.1-12b-instruct
2928,Semi-formal,typhoon-v2.1-12b-instruct
2929,Formal,typhoon-v2.1-12b-instruct
2930,Ceremonial,typhoon-v2.1-12b-instruct
2931,Formal,typhoon-v2.1-12b-instruct
2932,Semi-formal,typhoon-v2.1-12b-instruct
2933,Ceremonial,typhoon-v2.1-12b-instruct
2934,Semi-formal,typhoon-v2.1-12b-instruct
2935,Semi-formal,typhoon-v2.1-12b-instruct
2936,Semi-formal,typhoon-v2.1-12b-instruct
2937,Semi-formal,typhoon-v2.1-12b-instruct
2938,Semi-formal,typhoon-v2.1-12b-instruct
2939,Semi-formal,typhoon-v2.1-12b-instruct
2940,Semi-formal,typhoon-v2.1-12b-instruct
2941,Formal,typhoon-v2.1-12b-instruct
2942,Formal,typhoon-v2.1-12b-instruct
2943,Ceremonial,typhoon-v2.1-12b-instruct
2944,Semi-formal,typhoon-v2.1-12b-instruct
2945,Ceremonial,typhoon-v2.1-12b-instruct
2946,Semi-formal,typhoon-v2.1-12b-instruct
2947,Ceremonial,typhoon-v2.1-12b-instruct
2948,Formal,typhoon-v2.1-12b-instruct
2949,Formal,typhoon-v2.1-12b-instruct
2950,Semi-formal,typhoon-v2.1-12b-instruct
2951,Semi-formal,typhoon-v2.1-12b-instruct
2952,Semi-formal,typhoon-v2.1-12b-instruct
2953,Casual,typhoon-v2.1-12b-instruct
